Stock,Subject,Announcement,Attachment,Time
360ONE,Action(s) initiated or orders passed,"360 ONE WAM LIMITED has intimated the Exchange on a disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",https://nsearchives.nseindia.com/corporate/IIFLWAM_24062025092354_20250624LevyofPenaltybyMCXCCL.pdf,24-Jun-2025 09:25:46
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1469916_23062025073629_WEB.xml,23-Jun-2025 19:36:30
360ONE,ESOP/ESOS/ESPS,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of 95959  Shares.,https://nsearchives.nseindia.com/corporate/IIFLWAM_23062025154640_20250623Exercise_of_ESOPs_finalsigned.pdf,23-Jun-2025 15:50:14
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has submitted the Exchange disclosures under Regulation 44 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 regarding Voting Results of Postal Ballot along with Scrutinizers Report",https://nsearchives.nseindia.com/corporate/IIFLWAM_12062025135902_20250612_Intimation_of_Voting_results_signed.pdf,12-Jun-2025 14:03:25
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,"360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting on June 23, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_10062025154826_20250610Intimation_of_Investor_Conferencesigned.pdf,10-Jun-2025 15:51:50
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,"360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting on June 19, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_10062025154812_20250610Intimation_of_Investor_Conferencesigned.pdf,10-Jun-2025 15:51:50
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM Limited has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1458010_29052025090628_WEB.xml,29-May-2025 21:06:29
360ONE,Allotment of Securities,360 ONE WAM LIMITED has informed the Exchange regarding allotment of 3333333 warrants on Preferential basis.,https://nsearchives.nseindia.com/corporate/IIFLWAM_29052025204220_20250529WarrantsAllotmenttoSaahilMurarkasigned.pdf,29-May-2025 20:45:10
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1454837_28052025053753_WEB.xml,28-May-2025 17:37:53
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1454814_28052025052752_WEB.xml,28-May-2025 17:27:53
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1454809_28052025052523_WEB.xml,28-May-2025 17:25:24
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1454760_28052025051122_WEB.xml,28-May-2025 17:11:23
360ONE,Allotment of Securities,360 ONE WAM LIMITED has informed the Exchange regarding allotment of 10000000 equity shares pursuant to Preferential Issue.,https://nsearchives.nseindia.com/corporate/IIFLWAM_27052025232201_20250527PrefIssueAllotmentofswapsharessigned.pdf,27-May-2025 23:23:32
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1447017_22052025043702_WEB.xml,22-May-2025 16:37:03
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1445957_21052025061736_WEB.xml,21-May-2025 18:17:37
360ONE,ESOP/ESOS/ESPS,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of 444897  Shares.,https://nsearchives.nseindia.com/corporate/IIFLWAM_21052025175057_20250521ExerciseofESOPssigned.pdf,21-May-2025 17:53:34
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1445647_21052025042222_WEB.xml,21-May-2025 16:22:23
360ONE,Acquisition,"360 ONE WAM LIMITED has informed the Exchange about receipt of prior approval under Competition Act, 2002, on May 20, 2025, for transactions (i.e. combination) contemplated under SPSSA, SPA and SSA.  In view of receipt of all the necessary approval(s) and/or no objections of regulatory authority(ies), the Company will now initiate steps for consummation of the SPSSA, SPA and SSA, in accordance with the applicable laws.",https://nsearchives.nseindia.com/corporate/IIFLWAM_21052025160452_20250521CCIapprovalforBNKsigned.pdf,21-May-2025 16:14:31
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has submitted the Exchange about Voting Results along with copy Scrutinizer's Report for the Extraordinary General Meeting held on May 20, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_20052025205712_WAMResults.pdf,20-May-2025 20:58:52
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has informed the Exchange regarding Proceedings of Extraordinary General Meeting held on May 20, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_20052025195124_20250520Proceedingsof1stEGMFinalandcleansigned.pdf,20-May-2025 20:00:37
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1443623_19052025100621_WEB.xml,19-May-2025 22:06:22
360ONE,Acquisition,"360 ONE WAM LIMITED has informed the Exchange about receipt of prior approval under Securities and Exchange Board of India (Research Analysts) Regulations, 2014, on Monday, May 19, 2025, for the acquisition of the entire fully paid-up equity share capital of Batlivala & Karani Securities India Private Limited ( B&K Securities ) and proposed change of control of B&K Securities to the Company.",https://nsearchives.nseindia.com/corporate/IIFLWAM_19052025215923_20250519-SEBI_RA_approval_for_BK_Securities-signed.pdf,19-May-2025 22:03:56
360ONE,Copy of Newspaper Publication,"360 ONE WAM LIMITED has informed the Exchange about Copy of Newspaper Publication, intimating completion of dispatch of Corrigendum to the Notice of the 1stExtraordinary General Meeting of the Company for the financial year 2025-26 via e-mails on May 15, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_16052025124536_20250516_Newspaperpublicationsigned.pdf,16-May-2025 12:46:57
360ONE,Corrigendum,"360 ONE WAM LIMITED has informed the Exchange regarding Corrigendum to Notice of Extra Ordinary General Meeting to be held on May 20, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_15052025190830_20250515Reg_30Intimationsigned.pdf,15-May-2025 19:10:08
360ONE,Update-Acquisition/Scheme/Sale/Disposal-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1437829_13052025084537_WEB.xml,13-May-2025 20:45:38
360ONE,Acquisition,"360 ONE WAM LIMITED has informed the Exchange that B&K Securities has received the necessary prior approval under Securities and Exchange Board of India (Stock Brokers) Regulations 1992, on May 13, 2025, for the acquisition by the Company, of the entire fully paid-up equity share capital of Batlivala & Karani Securities India Private Limited.Upon receipt of all other necessary approval(s) and/or no objections of regulatory authority(ies), the Company will then initiate steps for discharge of the Total Consideration (as referred to in our intimation dated January 27, 2025), in accordance with the applicable laws.",https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025201554_20250513SEBISBApprovalforBKSecuritiesIntermittantsigned.pdf,13-May-2025 20:25:09
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s).,https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025170707_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s),https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025171553_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s),https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025171457_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s),https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025171336_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s),https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025171252_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of Analysts / Institutional Investor Meeting(s),https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025171151_20250513IntimationofInvestorConference.pdf,13-May-2025 18:03:37
360ONE,Copy of Newspaper Publication,"360 ONE WAM LIMITED has informed the Exchange about Copy of Newspaper Publication published today on Tuesday, May 13, 2025, intimating completion of dispatch of the Notice of Postal Ballot on Monday, May 12, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_13052025144044_20250513intimationpostalballotdisptachNewspapaeradsigned.pdf,13-May-2025 14:42:34
360ONE,Notice Of Shareholders Meetings-XBRL,360 ONE WAM LIMITED has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1436542_12052025065153_WEB.xml,12-May-2025 18:51:54
360ONE,Shareholders meeting,360 ONE WAM LIMITED has informed the Exchange regarding Notice of Postal Ballot,https://nsearchives.nseindia.com/corporate/IIFLWAM_12052025184753_20250512SEinitmationdispatchofPBnoticesigned.pdf,12-May-2025 18:50:53
360ONE,Updates,"360 ONE WAM LIMITED has informed the Exchange regarding Intimation under SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 Shareholding Pattern Post Reclassification of part of promoter group entities from Promoter to Public category'.",https://nsearchives.nseindia.com/corporate/IIFLWAM_08052025231700_20250508SHPpostreclassificationsigned.pdf,08-May-2025 23:19:12
360ONE,Updates,"360 ONE WAM LIMITED has informed the Exchange regarding Intimation under Regulation 31A of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (Listing Regulations, 2015) Effecting of Reclassification from Promoter category to Public category shareholders.",https://nsearchives.nseindia.com/corporate/IIFLWAM_06052025153103_20250506GivingEffecttoReclassificationsigned.pdf,06-May-2025 15:33:24
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has submitted the Voting Results pursuant to Regulation 44 of the Listing Regulations, 2015 and Scrutinizer's Report pursuant to Section 108 and Section 110 of the Companies Act, 2013",https://nsearchives.nseindia.com/corporate/IIFLWAM_05052025140048_20250505IntimationofScrutinizerReportfor1stPBFinalsigned.pdf,05-May-2025 14:05:51
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/IIFLWAM_29042025160209_20250429TranscriptofEarningsCallsigned.pdf,29-Apr-2025 16:06:47
360ONE,Copy of Newspaper Publication,"Please find enclosed newspaper clippings of the advertisement published today on April 29, 2025, intimating completion of dispatch of the Notice of 1st Extraordinary General Meeting ofthe Company for the financial year 2025-26, on Monday, April 28, 2025.",https://nsearchives.nseindia.com/corporate/IIFLWAM_29042025134939_20250429-SE_Intimation_for_Newspaper_Ad_-_signed.pdf,29-Apr-2025 13:56:14
360ONE,Notice Of Shareholders Meetings-XBRL,360 ONE WAM LIMITED has informed the Exchange about Notice of Shareholders Meeting for Extra-ordinary Meeting to be held on 20-May-2025,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1426936_28042025084840_WEB.xml,28-Apr-2025 20:48:41
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on May 20, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_28042025204229_20250428Reg30IntimationofdispatchofEGMNoticesigned.pdf,28-Apr-2025 20:44:02
360ONE,General Updates,360 ONE WAM LIMITED has informed the Exchange regarding Communication to equity shareholders of the Company for tax deduction on dividend.,https://nsearchives.nseindia.com/corporate/IIFLWAM_26042025001343_20250425_TDS_on_DividendSigned.pdf,26-Apr-2025 00:14:56
360ONE,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,360 ONE WAM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_51203_1423490_23042025090420_WEB.xml,23-Apr-2025 21:04:20
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,"360 ONE WAM LIMITED has informed the Exchange that the audio and video recordings of the earnings call held today i.e. April 23, 2025, are hosted on the website of the Company and are available at https://www.360.one/investor-relations.html.",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025202349_20250423Audioandvideorecordingsigned.pdf,23-Apr-2025 20:27:58
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Issuance of securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1423473_23042025081449_WEB.xml,23-Apr-2025 20:14:49
360ONE,Outcome of Board Meeting-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Outcome of Board Meeting held on 23-Apr-2025 for Dividend,https://nsearchives.nseindia.com/corporate/xbrl/OUTCOME_1423421_23042025072517_WEB.xml,23-Apr-2025 19:25:17
360ONE,Monitoring Agency Report,"Please find enclosed the report of the monitoring agency appointed by the Company in respect of Qualified Institutions Placement (QIP) i.e. CARE Ratings Limited for the quarter ended March 31, 2025",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025191941_20250423MonitoringAgencyreportsigned.pdf,23-Apr-2025 19:20:31
360ONE,Change in Auditors,360 ONE WAM LIMITED has informed the Exchange regarding Change in Auditors of the company.,https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025170117_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 17:02:06
360ONE,Change in Auditors,360 ONE WAM LIMITED has informed the Exchange regarding Change in Auditors of the company.,https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025165831_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:59:23
360ONE,Appointment,"360 ONE WAM LIMITED has informed the Exchange regarding Appointment of  Mr. Karan Bhagat as Other of the company w.e.f. July 27, 2025.",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025165247_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:55:01
360ONE,Record Date,360 ONE WAM LIMITED has informed the Exchange that Record date for the purpose of Interim  Dividend  is 29-Apr-2025.,https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025164749_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:48:46
360ONE,Issue of Securities,"360 ONE WAM LIMITED has informed the Exchange about raising of funds through issuance of non-convertible debt securities as defined under Listing Regulations, 2015 ( NCDs ) of upto Rs. 250 Crores on a private placement basis, in one or more tranches.",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025164501_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:45:51
360ONE,Outcome of Board Meeting,"360 ONE WAM LIMITED has informed the Exchange regarding Outcome of Board Meeting held on April 23, 2025- raising of funds through issuance of non-convertible debt securities as defined under Listing Regulations, 2015 ( NCDs ) of upto Rs. 250 Crores on a private placement basis, in one or more tranches",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025164110_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:43:04
360ONE,Dividend,"360 ONE WAM LIMITED has informed the Exchange that Board of Directors at its meeting held on April 23, 2025, declared Interim Dividend of Rs. 6 per equity share.",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025163438_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:37:22
360ONE,Investor Presentation,360 ONE WAM LIMITED has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025162508_20250423InvestorPresentationsigned.pdf,23-Apr-2025 16:25:25
360ONE,Outcome of Board Meeting,"360 ONE WAM LIMITED has informed the Exchange regarding Outcome of Board Meeting held on April 23, 2025 for unaudited financial results for the quarter ended March 31, 2025 and audited financial results for the financial year ( FY ) ended March 31, 2025 (both consolidated and standalone)",https://nsearchives.nseindia.com/corporate/IIFLWAM_23042025161559_20250423BoardOutcomeFinalsigned.pdf,23-Apr-2025 16:16:35
360ONE,Acquisition-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Acquisition,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1422734_22042025072045_WEB.xml,22-Apr-2025 19:20:46
360ONE,Acquisition-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Acquisition,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1422713_22042025070831_WEB.xml,22-Apr-2025 19:08:32
360ONE,Acquisition-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Acquisition,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1422702_22042025070352_WEB.xml,22-Apr-2025 19:03:53
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Issuance of securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1422694_22042025065950_WEB.xml,22-Apr-2025 18:59:51
360ONE,Agreements,"360 ONE WAM LIMITED has informed the Exchange about Execution of Transfer and Assignment Agreement between 360 ONE Prime Limited, a wholly owned subsidiary of the Company, UBS Finance India Private Limited and UBS AG, for acquisition of entire loan portfolio of wealth management clients of UBS Finance by Prime",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025113819_20250422BoardOutcomesigned.pdf,22-Apr-2025 11:41:18
360ONE,Acquisition,360 ONE WAM LIMITED has informed the Exchange about Acquisition of entire loan portfolio of wealth management clients of UBS Finance India Private Limited by wholly owned subsidiary of the Company- 360 ONE Prime Limited.,https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025112258_20250422BoardOutcomesigned.pdf,22-Apr-2025 11:32:49
360ONE,Agreements,"360 ONE WAM LIMITED has informed the Exchange about execution of Business Transfer Agreement between 360 ONE Portfolio Managers Limited, a wholly owned subsidiary of the Company, Credit Suisse Securities (India) Private Limited and UBS AG, for acquisition of entire business undertaking of discretionary and non-discretionary portfolio management services business",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025111140_20250422BoardOutcomesigned.pdf,22-Apr-2025 11:17:08
360ONE,Acquisition,360 ONE WAM LIMITED has informed the Exchange about Acquisition of entire business undertaking of discretionary and non-discretionary portfolio management services business of Credit Suisse Securities (India) Private Limited by wholly owned subsidiary of the Company- 360 ONE Portfolio Managers Limited,https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025110331_20250422BoardOutcomesigned.pdf,22-Apr-2025 11:06:01
360ONE,Agreements,"360 ONE WAM LIMITED has informed the Exchange about execution of Business Transfer Agreement  between 360 ONE Distribution Services Limited, Credit Suisse Securities (India) Private Limited and UBS AG, for acquisition of entire business undertaking of stock broking and distribution business.",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025105106_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:53:26
360ONE,Acquisition,360 ONE WAM LIMITED has informed the Exchange about Acquisition of entire business undertaking of stock broking services and distribution business of Credit Suisse Securities (India) Private Limited by wholly owned subsidiary of the Company- 360 ONE Distribution Services Limited.,https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025104139_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:43:56
360ONE,Agreements,"360 ONE WAM LIMITED has informed the Exchange about the disclosures with respect to execution of Securities Subscription Agreement  between the Company and UBS AG, for issuance of warrants to UBS AG.",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025103328_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:34:36
360ONE,Preferential issue,360 ONE WAM LIMITED has informed the Exchange about issue of warrants on preferential basis to UBS AG,https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025102500_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:26:03
360ONE,"Arrangements for strategic, technical, manufacturing, or marketing tie up","360 ONE WAM LIMITED has informed the Exchange about Arrangements for strategic, technical, manufacturing, or marketing tie up",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025101528_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:20:15
360ONE,Press Release,"360 ONE WAM LIMITED has informed the Exchange regarding a press release dated April 22, 2025, titled ""360 ONE WAM enters into exclusive strategic collaboration with UBS on wealth management in India and international markets"".",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025095442_20250422BoardOutcomesigned.pdf,22-Apr-2025 10:04:11
360ONE,Outcome of Board Meeting,"360 ONE WAM LIMITED has informed the Exchange regarding the Outcome of the Board meeting held on April 22, 2025.",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025075625_20250422BoardOutcomesigned.pdf,22-Apr-2025 07:58:04
360ONE,Acquisition,"We refer to our intimation dated January 27, 2025, inter-alia with regard to the proposed acquisition by the Company, of the entire fully paid-up equity share capital of Batlivala & Karani Securities India Private Limited ( B&K Securities ) on a fully diluted basis from its existing shareholders, subject to necessary approval(s) of the regulatory authorities.In this regard, we would like to update you that B&K Securities has received the necessary prior approval under SEBI (Merchant Bankers) Regulations 1992, on April 21, 2025, for the aforesaid acquisition and proposed change of control of B&K Securities to the Company.",https://nsearchives.nseindia.com/corporate/IIFLWAM_22042025070417_20250422SEBIMBApprovalforBKSecuritiesIntermittantsigned.pdf,22-Apr-2025 07:06:05
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1420271_19042025080029_WEB.xml,19-Apr-2025 20:00:30
360ONE,ESOP/ESOS/ESPS,"360 ONE WAM LIMITED has informed the Exchange regarding Allotment of 623912  Shares to the employee(s), upon exercise of stock options under Employee Stock Options Scheme(s) of the Company.",https://nsearchives.nseindia.com/corporate/IIFLWAM_19042025124346_19042025ExerciseofESOPssigned.pdf,19-Apr-2025 12:51:51
360ONE,Board Meeting Intimation,360 ONE WAM LIMITED has informed the Exchange about Board Meeting to be held on 22-Apr-2025 to consider Fund raising.,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50734_1416402_16042025082847_WEB.xml,16-Apr-2025 20:28:48
360ONE,Board Meeting Intimation,360 ONE WAM LIMITED has informed the Exchange about Board Meeting to be held on 23-Apr-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend/Fund raising.,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50514_1413068_11042025082721_WEB.xml,11-Apr-2025 20:27:21
360ONE,Analysts/Institutional Investor Meet/Con. Call Updates,360 ONE WAM LIMITED has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/IIFLWAM_11042025193639_20250411NoticeofBMEarningsCallDividendsigned.pdf,11-Apr-2025 19:38:53
360ONE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","360 ONE WAM LIMITED has informed the Exchange about Certificate under  Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",https://nsearchives.nseindia.com/corporate/IIFLWAM_08042025115448_20250408Reg74_5_signed.pdf,08-Apr-2025 11:57:01
360ONE,Copy of Newspaper Publication,360 ONE WAM LIMITED has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/IIFLWAM_05042025153559_20250405SEIntimationNewspaperAdvtPostPBNoticeDispatchsigned.pdf,05-Apr-2025 15:36:35
360ONE,Updates,"360 ONE WAM LIMITED has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure  Requirements) Regulations, 2015'.",https://nsearchives.nseindia.com/corporate/IIFLWAM_04042025164733_20250404Reg30clarificationforissueofwarrantssigned.pdf,04-Apr-2025 16:49:47
360ONE,Notice Of Shareholders Meetings-XBRL,360 ONE WAM LIMITED has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1408397_04042025025548_WEB.xml,04-Apr-2025 14:55:49
360ONE,Shareholders meeting,"360 ONE WAM LIMITED has informed the Exchange that the Notice of the 1st Postal Ballot Notice of the Company for the financial year 2025-26 dated Thursday, April 3, 2025 is dispatched today i.e. Friday, April 4, 2025 only by electronic mode.",https://nsearchives.nseindia.com/corporate/IIFLWAM_04042025143427_20250404Reg30IntimationofdispatchofPBsigned.pdf,04-Apr-2025 14:38:33
360ONE,Updates,360 ONE WAM LIMITED has informed the Exchange regarding 'Receipt of No Objection from the Stock Exchanges for Re-classification from  Promoter  Category to  Public  Category'.,https://nsearchives.nseindia.com/corporate/IIFLWAM_29032025163527_20250329ReceiptofNOCfromexchangessigned.pdf,29-Mar-2025 16:36:14
360ONE,Action(s) taken or orders passed,"360 ONE WAM LIMITED has informed the Exchange about intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",https://nsearchives.nseindia.com/corporate/IIFLWAM_29032025133104_20250329Reg30intimationfinalsigned.pdf,29-Mar-2025 13:32:00
360ONE,Trading Window-XBRL,360 ONE WAM LIMITED has informed the Exchange about Closure of Trading Window,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1402688_26032025060200_WEB.xml,26-Mar-2025 18:02:01
360ONE,Trading Window,"360 ONE WAM LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",https://nsearchives.nseindia.com/corporate/IIFLWAM_26032025170637_20250326ClosureofTradingwindowsigned.pdf,26-Mar-2025 17:08:10
360ONE,Alteration Of Capital and Fund Raising-XBRL,360 ONE WAM LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1398454_20032025073520_WEB.xml,20-Mar-2025 19:35:21
360ONE,ESOP/ESOS/ESPS,"360 ONE WAM LIMITED has informed the Exchange regarding Allotment of 1,47,478 equity shares upon exercise of stock options under employee stock option scheme(s) of the Company.",https://nsearchives.nseindia.com/corporate/IIFLWAM_20032025192303_20032025ExerciseofESOPssigned.pdf,20-Mar-2025 19:23:52
